plt1,2.37500381469727,3.15900135040283,,0.0621419299112,0.998067322652591
st1,3.98889517784119,1.81599044799805,,-0.008787060695496,0.999961393036918
plt2,2.14266967773437,7.93492364883423,,0.026101928705824,0.999659286616113
st2,3.6147313117981,6.34989356994629,,0.068052606322965,0.997681734208185
home,0.079509258270264,0.14946174621582,,0.714805797522389,0.69932300965175
,,,,,
n11_home,-0.093137979507446,0.173212945461273,,0.008392395652774,0.999964783227493
n11_st,2.23415279388428,-0.960782051086426,,-0.739760759493081,0.672869986486409
n11_car,,,,,
n11_plt,1.32091677188873,-0.497296214103699,,-0.705196067961621,0.70901234526027
,,,,,
car1,2.67218732833862,3.36061644554138,,0.010928426324442,0.999940282965973
car2,2.44472503662109,7.96130752563477,,0.011493393482143,0.99993394877175
home,0.064052581787109,0.437878847122192,,0.688642205483247,0.725101312112431
